sample_id,depth,nrs_trip_code,nrs_sample_code,amplicon,g__Chattonella_abundance_20K,g__Heterosigma_abundance_20K,g__Pseudochattonella_abundance_20K,g__Trichodesmium_abundance_20K,s__Noctiluca_scintillans_abundance_20K
102.100.100/35524,40.0,ROT20170303,ROT20170303_40,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/35524,40.0,ROT20170303,ROT20170303_40,27f519r_bacteria,,,,7,
102.100.100/35526,0.0,ROT20170331,ROT20170331_0,18Sv4F18Sv4R_v4_eukaryote,,,7,,
102.100.100/35526,0.0,ROT20170331,ROT20170331_0,27f519r_bacteria,,,,12,
102.100.100/35527,10.0,ROT20170331,ROT20170331_10,27f519r_bacteria,,,,8,
102.100.100/35528,20.0,ROT20170331,ROT20170331_20,18Sv4F18Sv4R_v4_eukaryote,,,11,,1
102.100.100/35528,20.0,ROT20170331,ROT20170331_20,27f519r_bacteria,,,,2,
102.100.100/35529,30.0,ROT20170331,ROT20170331_30,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/35529,30.0,ROT20170331,ROT20170331_30,27f519r_bacteria,,,,8,
102.100.100/35530,40.0,ROT20170331,ROT20170331_40,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/35531,46.0,ROT20170331,ROT20170331_46,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/35531,46.0,ROT20170331,ROT20170331_46,27f519r_bacteria,,,,12,
102.100.100/35532,0.0,ROT20170407,ROT20170407_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35532,0.0,ROT20170407,ROT20170407_0,27f519r_bacteria,,,,44,
102.100.100/35533,10.0,ROT20170407,ROT20170407_10,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35533,10.0,ROT20170407,ROT20170407_10,27f519r_bacteria,,,,13,
102.100.100/35534,20.0,ROT20170407,ROT20170407_20,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/35534,20.0,ROT20170407,ROT20170407_20,27f519r_bacteria,,,,20,
102.100.100/35535,30.0,ROT20170407,ROT20170407_30,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/35535,30.0,ROT20170407,ROT20170407_30,27f519r_bacteria,,,,7,
102.100.100/35536,40.0,ROT20170407,ROT20170407_40,27f519r_bacteria,,,,1,
102.100.100/35537,46.0,ROT20170407,ROT20170407_46,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/35538,0.0,ROT20170428,ROT20170428_0,18Sv4F18Sv4R_v4_eukaryote,,,8,,
102.100.100/35538,0.0,ROT20170428,ROT20170428_0,27f519r_bacteria,,,,11,
102.100.100/35539,10.0,ROT20170428,ROT20170428_10,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/35539,10.0,ROT20170428,ROT20170428_10,27f519r_bacteria,,,,4,
102.100.100/35540,20.0,ROT20170428,ROT20170428_20,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/35540,20.0,ROT20170428,ROT20170428_20,27f519r_bacteria,,,,3,
102.100.100/35541,30.0,ROT20170428,ROT20170428_30,18Sv4F18Sv4R_v4_eukaryote,,,13,,
102.100.100/35541,30.0,ROT20170428,ROT20170428_30,27f519r_bacteria,,,,6,
102.100.100/35542,40.0,ROT20170428,ROT20170428_40,18Sv4F18Sv4R_v4_eukaryote,,,11,,
102.100.100/35543,46.0,ROT20170428,ROT20170428_46,18Sv4F18Sv4R_v4_eukaryote,,,8,,
102.100.100/35543,46.0,ROT20170428,ROT20170428_46,27f519r_bacteria,,,,2,
102.100.100/35544,0.0,ROT20170523,ROT20170523_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35544,0.0,ROT20170523,ROT20170523_0,27f519r_bacteria,,,,2,
102.100.100/35545,10.0,ROT20170523,ROT20170523_10,18Sv4F18Sv4R_v4_eukaryote,,,1,,1
102.100.100/35546,20.0,ROT20170523,ROT20170523_20,27f519r_bacteria,,,,2,
102.100.100/35547,30.0,ROT20170523,ROT20170523_30,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/35548,40.0,ROT20170523,ROT20170523_40,27f519r_bacteria,,,,1,
102.100.100/35550,0.0,ROT20170626,ROT20170626_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35551,10.0,ROT20170626,ROT20170626_10,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35552,20.0,ROT20170626,ROT20170626_20,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/35553,30.0,ROT20170626,ROT20170626_30,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/35555,46.0,ROT20170626,ROT20170626_46,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/35556,0.0,YON20170220,YON20170220_0,18Sv4F18Sv4R_v4_eukaryote,,,,,4
102.100.100/35556,0.0,YON20170220,YON20170220_0,27f519r_bacteria,,,,3,
102.100.100/35557,10.0,YON20170220,YON20170220_10,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/35557,10.0,YON20170220,YON20170220_10,27f519r_bacteria,,,,42,
102.100.100/35558,20.0,YON20170220,YON20170220_20,27f519r_bacteria,,,,1,
102.100.100/35559,26.0,YON20170220,YON20170220_26,18Sv4F18Sv4R_v4_eukaryote,,,,,1
102.100.100/35560,0.0,YON20170322,YON20170322_0,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/35560,0.0,YON20170322,YON20170322_0,27f519r_bacteria,,,,5,
102.100.100/35561,10.0,YON20170322,YON20170322_10,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/35561,10.0,YON20170322,YON20170322_10,27f519r_bacteria,,,,6,
102.100.100/35562,20.0,YON20170322,YON20170322_20,27f519r_bacteria,,,,1,
102.100.100/35564,0.0,YON20170426,YON20170426_0,18Sv4F18Sv4R_v4_eukaryote,,4,2,,
102.100.100/35564,0.0,YON20170426,YON20170426_0,27f519r_bacteria,,,,13,
102.100.100/35566,20.0,YON20170426,YON20170426_20,27f519r_bacteria,,,,1,
102.100.100/35567,26.0,YON20170426,YON20170426_26,18Sv4F18Sv4R_v4_eukaryote,,1,,,
102.100.100/35567,26.0,YON20170426,YON20170426_26,27f519r_bacteria,,,,2,
102.100.100/35570,20.0,YON20170528,YON20170528_20,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/35572,0.0,YON20170705,YON20170705_0,18Sv4F18Sv4R_v4_eukaryote,,,19,,
102.100.100/35572,0.0,YON20170705,YON20170705_0,27f519r_bacteria,,,,130,
102.100.100/35573,10.0,YON20170705,YON20170705_10,18Sv4F18Sv4R_v4_eukaryote,,1,35,,
102.100.100/35573,10.0,YON20170705,YON20170705_10,27f519r_bacteria,,,,23,
102.100.100/35574,20.0,YON20170705,YON20170705_20,18Sv4F18Sv4R_v4_eukaryote,,,26,,
102.100.100/35574,20.0,YON20170705,YON20170705_20,27f519r_bacteria,,,,27,
102.100.100/35575,26.0,YON20170705,YON20170705_26,18Sv4F18Sv4R_v4_eukaryote,,2,21,,
102.100.100/35575,26.0,YON20170705,YON20170705_26,27f519r_bacteria,,,,71,
102.100.100/35576,0.0,YON20170724,YON20170724_0,18Sv4F18Sv4R_v4_eukaryote,,,33,,
102.100.100/35577,10.0,YON20170724,YON20170724_10,18Sv4F18Sv4R_v4_eukaryote,,,24,,
102.100.100/35578,20.0,YON20170724,YON20170724_20,18Sv4F18Sv4R_v4_eukaryote,,,23,,
102.100.100/35579,26.0,YON20170724,YON20170724_26,18Sv4F18Sv4R_v4_eukaryote,,,36,,
102.100.100/35702,20.0,NSI20120511,NSI20120511_20,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/35704,40.0,NSI20120511,NSI20120511_40,18Sv4F18Sv4R_v4_eukaryote,,,33,,
102.100.100/35706,0.0,PHB20120212,PHB20120212_0,18Sv4F18Sv4R_v4_eukaryote,,1,8,,784
102.100.100/35707,10.0,PHB20120212,PHB20120212_10,18Sv4F18Sv4R_v4_eukaryote,,2,2,,438
102.100.100/35708,25.0,PHB20120212,PHB20120212_25,18Sv4F18Sv4R_v4_eukaryote,,,,,479
102.100.100/35709,50.0,PHB20120212,PHB20120212_50,18Sv4F18Sv4R_v4_eukaryote,,,,,105
102.100.100/35710,75.0,PHB20120212,PHB20120212_75,18Sv4F18Sv4R_v4_eukaryote,,,,,107
102.100.100/35711,100.0,PHB20120212,PHB20120212_100,18Sv4F18Sv4R_v4_eukaryote,,,,,80
102.100.100/35711,100.0,PHB20120212,PHB20120212_100,27f519r_bacteria,,,,19,
102.100.100/35712,0.0,PHB20120517,PHB20120517_0,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/35714,25.0,PHB20120517,PHB20120517_25,18Sv4F18Sv4R_v4_eukaryote,,5,,,
102.100.100/35715,50.0,PHB20120517,PHB20120517_50,18Sv4F18Sv4R_v4_eukaryote,,,,,1
102.100.100/35718,0.0,MAI20120222,MAI20120222_0,18Sv4F18Sv4R_v4_eukaryote,,,158,,
102.100.100/35719,10.0,MAI20120222,MAI20120222_10,18Sv4F18Sv4R_v4_eukaryote,,3,146,,
102.100.100/35720,20.0,MAI20120222,MAI20120222_20,18Sv4F18Sv4R_v4_eukaryote,,43,54,,
102.100.100/35721,50.0,MAI20120222,MAI20120222_50,18Sv4F18Sv4R_v4_eukaryote,,,51,,
102.100.100/35722,75.0,MAI20120222,MAI20120222_75,18Sv4F18Sv4R_v4_eukaryote,,,14,,
102.100.100/35723,82.0,MAI20120222,MAI20120222_82,18Sv4F18Sv4R_v4_eukaryote,,1,2,,
102.100.100/35724,0.0,MAI20120326,MAI20120326_0,18Sv4F18Sv4R_v4_eukaryote,,,44,,1
102.100.100/35727,50.0,MAI20120326,MAI20120326_50,18Sv4F18Sv4R_v4_eukaryote,,24,,,
102.100.100/35730,0.0,MAI20120412,MAI20120412_0,18Sv4F18Sv4R_v4_eukaryote,,84,28,,
102.100.100/35731,10.0,MAI20120412,MAI20120412_10,18Sv4F18Sv4R_v4_eukaryote,,107,28,,
102.100.100/35732,20.0,MAI20120412,MAI20120412_20,18Sv4F18Sv4R_v4_eukaryote,,75,5,,
102.100.100/35733,50.0,MAI20120412,MAI20120412_50,18Sv4F18Sv4R_v4_eukaryote,,20,,,
102.100.100/35734,75.0,MAI20120412,MAI20120412_75,18Sv4F18Sv4R_v4_eukaryote,,73,13,,
102.100.100/35735,82.0,MAI20120412,MAI20120412_82,18Sv4F18Sv4R_v4_eukaryote,,76,23,,
102.100.100/35736,0.0,MAI20120524,MAI20120524_0,18Sv4F18Sv4R_v4_eukaryote,,2,13,,
102.100.100/35737,10.0,MAI20120524,MAI20120524_10,18Sv4F18Sv4R_v4_eukaryote,,6,2,,
102.100.100/35738,20.0,MAI20120524,MAI20120524_20,18Sv4F18Sv4R_v4_eukaryote,,6,3,,
102.100.100/35739,50.0,MAI20120524,MAI20120524_50,18Sv4F18Sv4R_v4_eukaryote,,9,4,,
102.100.100/35740,75.0,MAI20120524,MAI20120524_75,18Sv4F18Sv4R_v4_eukaryote,,18,,,
102.100.100/35741,82.0,MAI20120524,MAI20120524_82,18Sv4F18Sv4R_v4_eukaryote,,10,5,,
102.100.100/35742,0.0,MAI20120621,MAI20120621_0,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/35744,20.0,MAI20120621,MAI20120621_20,18Sv4F18Sv4R_v4_eukaryote,,2,2,,1
102.100.100/35746,75.0,MAI20120621,MAI20120621_75,18Sv4F18Sv4R_v4_eukaryote,,1,2,,
102.100.100/35747,82.0,MAI20120621,MAI20120621_82,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/400653,0.0,KAI20210505,KAI20210505_0,18Sv4F18Sv4R_v4_eukaryote,,1,57,,
102.100.100/400654,0.0,MAI20210329,MAI20210329_0,18Sv4F18Sv4R_v4_eukaryote,,2,13,,31
102.100.100/400655,0.0,MAI20210428,MAI20210428_0,18Sv4F18Sv4R_v4_eukaryote,,4,2,,8
102.100.100/400656,0.0,MAI20210531,MAI20210531_0,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/400657,0.0,MAI20210625,MAI20210625_0,18Sv4F18Sv4R_v4_eukaryote,,,9,,
102.100.100/400657,0.0,MAI20210625,MAI20210625_0,27f519r_bacteria,,,,2,
102.100.100/400658,0.0,MAI20210809,MAI20210809_0,18Sv4F18Sv4R_v4_eukaryote,,,8,,
102.100.100/400659,0.0,MAI20210831,MAI20210831_0,18Sv4F18Sv4R_v4_eukaryote,,,5,,11
102.100.100/400660,0.0,NSI20201221,NSI20201221_0,18Sv4F18Sv4R_v4_eukaryote,,,32,,1
102.100.100/400660,0.0,NSI20201221,NSI20201221_0,27f519r_bacteria,,,,1150,
102.100.100/400661,0.0,NSI20210119,NSI20210119_0,18Sv4F18Sv4R_v4_eukaryote,,,85,,
102.100.100/400661,0.0,NSI20210119,NSI20210119_0,27f519r_bacteria,,,,6,
102.100.100/400662,0.0,NSI20210226,NSI20210226_0,18Sv4F18Sv4R_v4_eukaryote,,,13,,
102.100.100/400662,0.0,NSI20210226,NSI20210226_0,27f519r_bacteria,,,,150,
102.100.100/400663,0.0,NSI20210328,NSI20210328_0,18Sv4F18Sv4R_v4_eukaryote,,,15,,1
102.100.100/400663,0.0,NSI20210328,NSI20210328_0,27f519r_bacteria,,,,373,
102.100.100/400664,0.0,NSI20210415,NSI20210415_0,18Sv4F18Sv4R_v4_eukaryote,,,17,,
102.100.100/400664,0.0,NSI20210415,NSI20210415_0,27f519r_bacteria,,,,358,
102.100.100/400665,0.0,NSI20210615,NSI20210615_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/400665,0.0,NSI20210615,NSI20210615_0,27f519r_bacteria,,,,3,
102.100.100/400669,0.0,YON20210310,YON20210310_0,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/400669,0.0,YON20210310,YON20210310_0,27f519r_bacteria,,,,183,
102.100.100/400670,0.0,YON20210406,YON20210406_0,18Sv4F18Sv4R_v4_eukaryote,,,13,,
102.100.100/400670,0.0,YON20210406,YON20210406_0,27f519r_bacteria,,,,65,
102.100.100/400673,50.0,KAI20210505,KAI20210505_50,18Sv4F18Sv4R_v4_eukaryote,,,50,,8
102.100.100/400674,100.0,KAI20210505,KAI20210505_100,18Sv4F18Sv4R_v4_eukaryote,,,22,,
102.100.100/400675,10.0,MAI20210329,MAI20210329_10,18Sv4F18Sv4R_v4_eukaryote,,15,5,,42
102.100.100/400676,85.0,MAI20210329,MAI20210329_85,18Sv4F18Sv4R_v4_eukaryote,,10,6,,
102.100.100/400676,85.0,MAI20210329,MAI20210329_85,27f519r_bacteria,,,,1,
102.100.100/400677,10.0,MAI20210428,MAI20210428_10,18Sv4F18Sv4R_v4_eukaryote,,1,2,,10
102.100.100/400678,85.0,MAI20210428,MAI20210428_85,18Sv4F18Sv4R_v4_eukaryote,,3,,,
102.100.100/400679,10.0,MAI20210531,MAI20210531_10,18Sv4F18Sv4R_v4_eukaryote,,1,2,,
102.100.100/400680,85.0,MAI20210531,MAI20210531_85,18Sv4F18Sv4R_v4_eukaryote,,1,1,,
102.100.100/400681,10.0,MAI20210625,MAI20210625_10,18Sv4F18Sv4R_v4_eukaryote,,,1,,1
102.100.100/400682,85.0,MAI20210625,MAI20210625_85,18Sv4F18Sv4R_v4_eukaryote,,,7,,
102.100.100/400683,85.0,MAI20210809,MAI20210809_85,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/400684,85.0,MAI20210831,MAI20210831_85,18Sv4F18Sv4R_v4_eukaryote,,,8,,67
102.100.100/400686,50.0,NSI20201221,NSI20201221_50,27f519r_bacteria,,,,3,
102.100.100/400687,30.0,NSI20210119,NSI20210119_30,18Sv4F18Sv4R_v4_eukaryote,,,21,,1
102.100.100/400687,30.0,NSI20210119,NSI20210119_30,27f519r_bacteria,,,,8,
102.100.100/400688,50.0,NSI20210119,NSI20210119_50,18Sv4F18Sv4R_v4_eukaryote,,,16,,
102.100.100/400689,30.0,NSI20210226,NSI20210226_30,18Sv4F18Sv4R_v4_eukaryote,,,1,,8
102.100.100/400689,30.0,NSI20210226,NSI20210226_30,27f519r_bacteria,,,,4,
102.100.100/400692,50.0,NSI20210328,NSI20210328_50,27f519r_bacteria,,,,1,
102.100.100/400693,30.0,NSI20210415,NSI20210415_30,18Sv4F18Sv4R_v4_eukaryote,,,15,,
102.100.100/400693,30.0,NSI20210415,NSI20210415_30,27f519r_bacteria,,,,29,
102.100.100/400694,50.0,NSI20210415,NSI20210415_50,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/400694,50.0,NSI20210415,NSI20210415_50,27f519r_bacteria,,,,4,
102.100.100/400695,30.0,NSI20210615,NSI20210615_30,27f519r_bacteria,,,,2,
102.100.100/400696,50.0,NSI20210615,NSI20210615_50,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/400699,50.0,PHB20201013,PHB20201013_50,18Sv4F18Sv4R_v4_eukaryote,,,,,1
102.100.100/400703,26.0,YON20210310,YON20210310_26,27f519r_bacteria,,,,52,
102.100.100/400704,26.0,YON20210406,YON20210406_26,18Sv4F18Sv4R_v4_eukaryote,,,11,,
102.100.100/400704,26.0,YON20210406,YON20210406_26,27f519r_bacteria,,,,49,
102.100.100/400707,50.0,KAI20201123,KAI20201123_50,18Sv4F18Sv4R_v4_eukaryote,,,74,,192
102.100.100/400708,50.0,KAI20210202,KAI20210202_50,18Sv4F18Sv4R_v4_eukaryote,,,32,,467
102.100.100/400709,50.0,MAI20200909,MAI20200909_50,18Sv4F18Sv4R_v4_eukaryote,,2,28,,5
102.100.100/400710,10.0,MAI20200928,MAI20200928_10,18Sv4F18Sv4R_v4_eukaryote,,2,2,,235
102.100.100/400711,10.0,MAI20201020,MAI20201020_10,18Sv4F18Sv4R_v4_eukaryote,,7,44,,
102.100.100/400712,10.0,MAI20201118,MAI20201118_10,18Sv4F18Sv4R_v4_eukaryote,,2,328,,1
102.100.100/400713,10.0,MAI20210106,MAI20210106_10,18Sv4F18Sv4R_v4_eukaryote,,1,46,,
102.100.100/400714,10.0,MAI20210215,MAI20210215_10,18Sv4F18Sv4R_v4_eukaryote,,1,22,,
102.100.100/400716,40.0,NSI20201022,NSI20201022_40,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/400717,25.0,PHB20180905,PHB20180905_25,18Sv4F18Sv4R_v4_eukaryote,,,,,65
102.100.100/400718,10.0,PHB20181120,PHB20181120_10,18Sv4F18Sv4R_v4_eukaryote,,4,1,,325
102.100.100/400719,25.0,PHB20181218,PHB20181218_25,18Sv4F18Sv4R_v4_eukaryote,,,8,,186
102.100.100/400720,25.0,PHB20190121,PHB20190121_25,18Sv4F18Sv4R_v4_eukaryote,,,,,68
102.100.100/400721,25.0,PHB20190522,PHB20190522_25,27f519r_bacteria,,,,11,
102.100.100/400722,25.0,PHB20190626,PHB20190626_25,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/400722,25.0,PHB20190626,PHB20190626_25,27f519r_bacteria,,,,1,
102.100.100/400724,10.0,PHB20190827,PHB20190827_10,18Sv4F18Sv4R_v4_eukaryote,,,,,191
102.100.100/400725,10.0,PHB20190923,PHB20190923_10,18Sv4F18Sv4R_v4_eukaryote,,17,2,,2102
102.100.100/400726,25.0,PHB20191028,PHB20191028_25,18Sv4F18Sv4R_v4_eukaryote,,,,,3647
102.100.100/400727,25.0,PHB20191118,PHB20191118_25,18Sv4F18Sv4R_v4_eukaryote,,2,,,36
102.100.100/400728,25.0,PHB20191216,PHB20191216_25,18Sv4F18Sv4R_v4_eukaryote,,1,4,,253
102.100.100/400729,25.0,PHB20200224,PHB20200224_25,18Sv4F18Sv4R_v4_eukaryote,,,,,272
102.100.100/400729,25.0,PHB20200224,PHB20200224_25,27f519r_bacteria,,,,1,
102.100.100/400730,25.0,PHB20200520,PHB20200520_25,18Sv4F18Sv4R_v4_eukaryote,,2,,,1
102.100.100/400731,50.0,PHB20200609,PHB20200609_50,18Sv4F18Sv4R_v4_eukaryote,,,,,3
102.100.100/400732,75.0,PHB20200630,PHB20200630_75,18Sv4F18Sv4R_v4_eukaryote,,,1,,2
102.100.100/400733,10.0,PHB20200812,PHB20200812_10,18Sv4F18Sv4R_v4_eukaryote,,1,1,,3
102.100.100/400734,25.0,PHB20200831,PHB20200831_25,18Sv4F18Sv4R_v4_eukaryote,,,1,,3
102.100.100/400735,25.0,PHB20210210,PHB20210210_25,18Sv4F18Sv4R_v4_eukaryote,,1,,,41
102.100.100/400736,40.0,ROT20201013,ROT20201013_40,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/400736,40.0,ROT20201013,ROT20201013_40,27f519r_bacteria,,,,5,
102.100.100/400737,40.0,ROT20201106,ROT20201106_40,18Sv4F18Sv4R_v4_eukaryote,,,25,,
102.100.100/400737,40.0,ROT20201106,ROT20201106_40,27f519r_bacteria,,,,16,
102.100.100/400738,40.0,ROT20201127,ROT20201127_40,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/400739,10.0,YON20190213,YON20190213_10,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/400740,20.0,YON20190507,YON20190507_20,18Sv4F18Sv4R_v4_eukaryote,,,3,,2
102.100.100/400740,20.0,YON20190507,YON20190507_20,27f519r_bacteria,,,,13,
102.100.100/400741,20.0,YON20190528,YON20190528_20,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/400741,20.0,YON20190528,YON20190528_20,27f519r_bacteria,,,,20,
102.100.100/400742,20.0,YON20191202,YON20191202_20,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/400742,20.0,YON20191202,YON20191202_20,27f519r_bacteria,,,,15,
102.100.100/400743,20.0,YON20200926,YON20200926_20,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/400744,20.0,YON20201026,YON20201026_20,18Sv4F18Sv4R_v4_eukaryote,,,15,,9
102.100.100/400744,20.0,YON20201026,YON20201026_20,27f519r_bacteria,,,,22,
102.100.100/400745,0.0,DAR20210303,DAR20210303_0,18Sv4F18Sv4R_v4_eukaryote,1,3,,,
102.100.100/400746,10.0,DAR20210303,DAR20210303_10,18Sv4F18Sv4R_v4_eukaryote,,4,,,15
102.100.100/400747,17.5,DAR20210303,DAR20210303_17.5,18Sv4F18Sv4R_v4_eukaryote,,2,,,12
102.100.100/400747,17.5,DAR20210303,DAR20210303_17.5,27f519r_bacteria,,,,2,
102.100.100/400748,0.0,DAR20210427_2130,DAR20210427_2130_0,18Sv4F18Sv4R_v4_eukaryote,,5,,,1
102.100.100/400749,10.0,DAR20210427_2130,DAR20210427_2130_10,18Sv4F18Sv4R_v4_eukaryote,3,3,,,
102.100.100/400750,20.0,DAR20210427_2130,DAR20210427_2130_20,18Sv4F18Sv4R_v4_eukaryote,,,,,2
102.100.100/400751,0.0,DAR20210727,DAR20210727_0,18Sv4F18Sv4R_v4_eukaryote,,,24,,
102.100.100/400752,17.0,DAR20210727,DAR20210727_17,18Sv4F18Sv4R_v4_eukaryote,,,22,,4
102.100.100/400752,17.0,DAR20210727,DAR20210727_17,27f519r_bacteria,,,,1,
102.100.100/400753,0.0,DAR20211107_0030,DAR20211107_0030_0,18Sv4F18Sv4R_v4_eukaryote,,1,,,
102.100.100/400753,0.0,DAR20211107_0030,DAR20211107_0030_0,27f519r_bacteria,,,,49,
102.100.100/400754,17.0,DAR20211107_0030,DAR20211107_0030_17,27f519r_bacteria,,,,18,
102.100.100/400755,0.0,DAR20211106_2130,DAR20211106_2130_0,18Sv4F18Sv4R_v4_eukaryote,,1,,,19
102.100.100/400755,0.0,DAR20211106_2130,DAR20211106_2130_0,27f519r_bacteria,,,,12,
102.100.100/400756,17.0,DAR20211106_2130,DAR20211106_2130_17,18Sv4F18Sv4R_v4_eukaryote,,2,,,
102.100.100/400756,17.0,DAR20211106_2130,DAR20211106_2130_17,27f519r_bacteria,,,,22,
102.100.100/400757,0.0,KAI20210914,KAI20210914_0,18Sv4F18Sv4R_v4_eukaryote,,,5,,2
102.100.100/400758,100.0,KAI20210914,KAI20210914_100,18Sv4F18Sv4R_v4_eukaryote,,,8,,30
102.100.100/400759,0.0,MAI20210916,MAI20210916_0,18Sv4F18Sv4R_v4_eukaryote,,,8,,982
102.100.100/400760,85.0,MAI20210916,MAI20210916_85,18Sv4F18Sv4R_v4_eukaryote,,,3,,77
102.100.100/400761,0.0,MAI20211031,MAI20211031_0,18Sv4F18Sv4R_v4_eukaryote,,2,21,,1951
102.100.100/400761,0.0,MAI20211031,MAI20211031_0,27f519r_bacteria,,,,1,
102.100.100/400762,85.0,MAI20211031,MAI20211031_85,18Sv4F18Sv4R_v4_eukaryote,,,10,,17
102.100.100/400764,85.0,MAI20211116,MAI20211116_85,18Sv4F18Sv4R_v4_eukaryote,,,1,,228
102.100.100/400765,0.0,NSI20210727,NSI20210727_0,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/400766,50.0,NSI20210727,NSI20210727_50,18Sv4F18Sv4R_v4_eukaryote,,,2,,6
102.100.100/400767,0.0,NSI20210820,NSI20210820_0,18Sv4F18Sv4R_v4_eukaryote,,,16,,2
102.100.100/400767,0.0,NSI20210820,NSI20210820_0,27f519r_bacteria,,,,32,
102.100.100/400768,50.0,NSI20210820,NSI20210820_50,18Sv4F18Sv4R_v4_eukaryote,,,33,,
102.100.100/400769,0.0,NSI20211005,NSI20211005_0,18Sv4F18Sv4R_v4_eukaryote,,,18,,5
102.100.100/400769,0.0,NSI20211005,NSI20211005_0,27f519r_bacteria,,,,1,
102.100.100/400771,0.0,PHB20210310,PHB20210310_0,18Sv4F18Sv4R_v4_eukaryote,,4,8,,2
102.100.100/400771,0.0,PHB20210310,PHB20210310_0,27f519r_bacteria,,,,65,
102.100.100/400772,100.0,PHB20210310,PHB20210310_100,27f519r_bacteria,,,,1,
102.100.100/400773,0.0,PHB20210421,PHB20210421_0,18Sv4F18Sv4R_v4_eukaryote,1,3,1,,
102.100.100/400773,0.0,PHB20210421,PHB20210421_0,27f519r_bacteria,,,,10,
102.100.100/400774,100.0,PHB20210421,PHB20210421_100,18Sv4F18Sv4R_v4_eukaryote,,3,5,,
102.100.100/400774,100.0,PHB20210421,PHB20210421_100,27f519r_bacteria,,,,1,
102.100.100/400777,0.0,PHB20210615,PHB20210615_0,18Sv4F18Sv4R_v4_eukaryote,,4,1,,2
102.100.100/400777,0.0,PHB20210615,PHB20210615_0,27f519r_bacteria,,,,2,
102.100.100/400779,0.0,ROT20210121,ROT20210121_0,18Sv4F18Sv4R_v4_eukaryote,,,67,,1
102.100.100/400779,0.0,ROT20210121,ROT20210121_0,27f519r_bacteria,,,,42,
102.100.100/400780,30.0,ROT20210121,ROT20210121_30,18Sv4F18Sv4R_v4_eukaryote,,,20,,
102.100.100/400780,30.0,ROT20210121,ROT20210121_30,27f519r_bacteria,,,,2,
102.100.100/400781,47.0,ROT20210121,ROT20210121_47,18Sv4F18Sv4R_v4_eukaryote,,,24,,
102.100.100/400785,0.0,ROT20210407,ROT20210407_0,18Sv4F18Sv4R_v4_eukaryote,,,4,,
102.100.100/400785,0.0,ROT20210407,ROT20210407_0,27f519r_bacteria,,,,3,
102.100.100/400786,30.0,ROT20210407,ROT20210407_30,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/400788,0.0,ROT20210428,ROT20210428_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/400789,47.0,ROT20210428,ROT20210428_47,18Sv4F18Sv4R_v4_eukaryote,,,4,,
